text,category,split
"단, 50인 이상 참석하는 실외집회, 50인 이상 관람하는 실외 공연 스포츠 경기는 착용 의무 유지입니다.",준비물,train
출품작은 반드시 출품자의 창의적인 아이디어와 직접적인 수행을 바탕으로 제작되어야 합니다.,기타,train
2023 서울신월초등학교 방송부 지원자 자기소개서 5학년 ( )반 ( )번 이름( ) 제 출 : 1월 9일(월)까지 교무실로 제출 자기소개서는 바른 글씨로 정성껏 작성하여 제출합니다.,제출,train
모든 교육은 ZOOM으로 하는 비대면 수업이며 교육 준비물은 가정에서 개인별 준비,준비물,train
담임교사 추천: 2025년 11월 5일~11월 11일,일정,train
"2주 이상 기침, 가래, 발열, 수면 중 식은땀, 체중감소 등의 증상이 지속되면 결핵을 의심하고 결핵검사를 받아야 합니다.",건강·안전,train
집중신청기간: 2022년 3월 2일(수)~3월 18일(금),일정,train
"코로나19 백신 구성 성분에 대한 아나필락시스 와 같은 심각한 알레르기 반응이 나타난 경우 1차 코로나19 예방접종 후 아나필락시스와 같은 심각한 알레르기 반응이 나타난 경우, 첫 번째 백신과 동일 플랫폼의 백신으로 접종 금기 아나필락시스: 호흡곤란, 얼굴의 부기, 눈 또는 입술/입안의 부종, 몸 전체의 발진, 빠른 심장 박동, 현기증, 쇼크 등의 증상을 동반한 심각한 알레르기 반응 약(장 세척제 등), 화장품, 음식, 다른 종류의 백신 등에 알레르기 병력이 있는 경우 예진표에 기록해 주세요 코로나19 예방접종 후 발생 가능한 이상반응은 무엇인가요? 예방접종 후 접종부위 통증이나 부기, 발적, 발열, 피로감, 두통, 근육통, 오한, 메스꺼움 등이 나타날 수 있음 호흡곤란, 얼굴의 부기, 눈 또는 입술/입안의 부종 등을 동반한 아나필락시스와 같은 심각한 알레르기 반응이 나타날 수 있음 mRNA 백신(화이자, 모더나) 접종 후 가슴 통증, 압박감, 불편감, 호흡곤란이나 숨가쁨, 호흡시 통증, 심장이 빠르게 뛰거나 두근거림, 실신 증상이 나타나는 심근염 심낭염이 발생할 수 있음 코로나19 예방접종 후 이상반응이 나타나면 어떻게 해야하나요? 접종부위 부기, 통증이 있는 경우 깨끗한 마른 수건을 대고 그위에 냉찜질 하기 미열이 있는 경우, 수분을 충분히 섭취하고 휴식을 취하기 발열이나 근육통 등으로 불편함이 있는 경우 해열진통제를 복용하기 예방접종 전 아세트아미노펜 성분의 해열진통제 준비, 예방접종 후 몸살 증상이 나타날 경우 해열진통제 복용 다음과 같은 경우에는 의사의 진료를 받으세요 가슴통증, 압박감, 불편감, 호흡곤란이나 숨가쁨, 호흡시 통증, 심장이 빠르게 뛰거나 두근거림, 실신 등이 새롭게 발생하거나 악화되어 지속되는 경우 접종부위의 통증, 부기, 발적이나 발열 등이 접종 후 2일이 지나도 호전되지 않거나 악화되는 경우 접종 후 갑자기 기운이 떨어지거나 평소와 다른 이상 증상이 나타나는 경우 다음과 같은 경우에는 119로 연락하거나 가까운 응급실로 내원하세요 숨쉬기 곤란하거나 심하게 어지러운 경우, 입술 얼굴이 붓거나 온몸에 심한 두드러기 증상이 나타나는 경우이상반응 발생이 의심될 경우 1339 또는 관할 보건소에 문의하시기 바라며, 예방접종도우미 누리집(https://nip.kdca.go.kr) 내 '예방접종 후 건강상태 확인하기'에서 이상반응과 대처법을 확인할 수 있습니다.",건강·안전,train
일정 : 5월 4주 ~ 6월 4주 (약 5주) 동안 주 1회 온라인 수업으로 진행,기타,train
2026학년도 학부모회 총회 일시: 2026년 3월 18일(수요일) 오전 09:30~,일정,train
3) 사회통합전형대상자인 경우 학교에서 증빙서류 확인 후 GED에 학교장확인서 첨부하고 교사 추천(증빙서류는 학교 자체 보관),제출,train
재능기부 자원봉사자를 모집합니다.,기타,train
"3. 1인당 현장체험학습비 : 42,780원",비용,test
"수강방법: ZOOM 접속(회의용 ZOOM 클라이언트 다운로드 설치)- ZOOM 초대 링크:https://us02web.zoom.us/j/89955455394?pwd STJmWDhFY0RENG1iL3E3Z2VxYzI4Zz09- ZOOM 아이디, 암호: 아이디 899 5545 5394, 암호 2022",기타,train
학생들이 08:50까지 등교할 수 있도록 지도 부탁드립니다.,기타,val
학교 내 안전사고 예방을 위해 복도에서 뛰지 않도록 지도해 주세요.,건강·안전,train
2. 수강 추가 취소기간 : 2024년 8월 26일(월) - 2024년 8월 30일(금),일정,train
결석 시 출석 확인서와 의사 소견서를 첨부해 주세요.,건강·안전,train
서식 2 서식 2 주소 확인 방법 : 행정정보공동이용 업무포털 혹은 주민등록등본을 확인하여 담당교사가 서명함 서류에 기재한 내용이 사실과 다른 경우에는 불이익이 있을 수 있으니 정확히 기재 서식 3 서식 3 서식 4 서식 4 서식 5 서식 5 서식 6 서식 6 서식 7 서식 7 보호자(담임교사) 의견서 - 파란색 글자 지우고 작성 보호자(담임교사) 의견서학생명생년월일0.00.00.학생과의 관계보호자/담임교사소속기관(학급유형)00초(특수학급)장애유형(특수교육법상)특수교육법 상 장애명등록장애명/장애정도예) 복지카드 상 장애명(중증.경증)/ 장애인증명서(심함.심하지않음)의견위와 같이 보호자(담임교사) 의견서를 제출합니다.2024년 월 일 보호자(담임교사) : (인)경기도성남교육지원청교육장 귀하 서식 8 서식 8 서식9 서식9 특수교육대상자 취학유예 승인 신청서 - 파란색 글자 지우고 자필로 작성 특수교육대상자 취학유예 승인 신청서특수교육대상자성 명성별생년월일장애유형(특수교육법)등록장애 및 정도(복지카드)주 소소속학교(배치유형)보호자성 명대상자와의 관계주 소연락처유예기간2025. 3. 1. ~ 2026. 2. 28. (1년)신청사유보호자 자필로 작성보호자 확인사항(확인 후 체크) 특수교육대상자 취학유예 시작일을 기준으로 특수교육관련서비스가 종료됨을 안내받았습니다.,제출,test
"5. 신청기간 및 장소: 4월 14일(화) ~ 4월 22일(수) 오전까지, 4층 시청각실 앞",일정,train
아이가 아플 경우 반드시 학교에 연락해 주시기 바랍니다.,건강·안전,train
서울시교육청 농촌유학 참가 유의사항농촌유학 참가를 희망하시는 학부모님께서는 아래 유의사항을 숙지하시고 신청하여 주시기 바랍니다.,제출,train
"수강료 20회 77,600원 교재비 8,000원",비용,val
"실내화, 물통(수저), 알림장, 필기도구 가져오기",준비물,train
2025학년도 갈산초등학교 연간 행사 일정을 안내드립니다.,기타,val
수강료 미납으로 인하여 여러 가지 불편사항이 발생되고 있으니 수강료가 인출 날짜에 이체될 수 있도록 통장 잔액을 확인하시고 신용카드 확인해 주시기 바랍니다.,비용,train
2. 실내 마스크 의무 착용은 유지,준비물,train
납부방법: 9월 6일(금)까지 스쿨뱅킹 입금 혹은 신용카드 결제,비용,train
"1~2분기 연속과정 :2026년 8월 시험 응시예정 수강료172,800원 교재비18,0원16,200원",비용,train
소화기 사용법과 대피 방법을 자녀에게 알려주세요.,건강·안전,train
2. 방학 과제 (개학날 가져오기) 안내 사항,준비물,train
앞치마와 고무장갑을 지참해 주세요.,준비물,train
안전모 (헬멧) 착용,준비물,train
"2차 2022. 2. 19.(토) 3차 2022. 2. 26.(토) 4차 2022. 3. 5.(토) 5차 2022. 3. 12.(토) 수강신청 안내 - ""2022년 제1기 학생 유튜브 특강""은 실시간으로 진행되는 양방향 소통강의가 아 니며, ""2022년 학생 온라인 겨울방학 특강""지도강사가 동일한 커리큘럼으로 제작한 동영상을 유튜브에 게시하여 일방향 학습할 수 있는 강의임 영상내용에 대한 피드백과 답변 제공 불가 - ""2022년 제1기 학생 유튜브 특강""은 향후 강좌별 수강인원 확대가능성 검토를 위하여 실시하는 강의이므로 출결처리 미실시 대상 강좌명 강사명 영상물 게시 일정 신청일시 초등저학년 엔트리코딩으로 만나는 게임 이치훈 1차 2022. 2. 12.(토) 2차 2022. 2. 19.(토) 3차 2022. 2. 26.(토) 4차 2022. 3. 5.(토) 5차 2022. 3. 12.(토) 차시별 영상물은 60분내외이며 게시시간은 10:00~13:00 (게시 시간이후 삭제됨) 2022.2.7.(월) 10:00~ 2.10.(목) 18:00 초등고학년 메타버스 로블록스 탐험 이은정 중 고등학생 생각대로 파이썬 첫걸음 전현희 신청 방법 가.",일정,train
5회차 모집기간: 9.30.(수) ~ 10.8.(목),일정,train
"문의: 02-304-0995 (명현화, 윤화정 수련지도사)",기타,train
"사람이 많이 모인 장소, 특히 밀폐되고 환기가 잘되지 않는 곳의 방문은 자제합니다.",기타,train
"5. 예약방법: 예방접종 사전예약 시스템(https://ncvr2.kdca.go.kr/) 전화 : 1339, 위탁의료기관",건강·안전,train
저소득 가정 교육비 지원 신청서를 3월 말까지 제출해 주세요.,비용,train
단말기 가방에 달기,기타,train
"제출방법: '보호자 확인서'를 (담임)교사에게 사진으로 전송, 메일, 출력물 지참 등 편리한 방법으로 제출",준비물,train
"로봇공학 수강료: 83,760원(12회)/재료비 75,000원~85,000원",비용,train
반납 일시: 2022. 7. 4.(월) ~ 7. 8.(금) 8:40~16:00까지,일정,train
알레르기 정보 조사지를 작성하여 제출해 주시기 바랍니다.,제출,train
"4. 정보주체(본인) 동의사항 본인은 위 사무의 처리를 위하여 ""전자정부법""제36조에 따른 행정정보 공동이용을 통해 이용기관의 업무처리담당자가 전자적으로 본인의 구비서류(공동이용 행정정보)를 확인하는 것에 동의합니다.",기타,train
"학생은 봉사활동 계획서 및 확인서를 학교에 제출할 필요는 없으나, 실시 전 담임(담당)교사와 사전 상담을 실시하여 인정 가능 기관 및 활동인지 반드시 확인 필요",제출,val
"- 다 음 - 2024년 3 월 4 일풍 덕 초 등 학 교 장 -------------- 절 --------------- 취 ---------------- 선------------------ 학부모폴리스 희망서 제 ( )학년 ( )반 아동명( ) 학부모명( ) 주소전화번호휴대폰 ""꿈을 키우며 함께 성장하는 학교"" 풍덕 통신 학부모폴리스 신청 안내장 담당자 이명자 교무실 261-0052(128) 2024-3호 FAX 261-0055 단체명 활동시간 활동구역 및 활동인원 학부모폴리스 화.목 13:50~14:50(1~2학년 하교시간 기준)월,수,금 대한노인회에서봉사 학교주변 공원 일( )/ 2인1조 또는 1인1조 순찰함 주소 전화번호 휴대폰",제출,test
결과통보 후 24시간이 되는 날의 자정까지 유효,기타,val
"재료비 54,000원",비용,train
결석 2일 이상 시 담임선생님께 반드시 연락 바랍니다.,건강·안전,train
3순 단순 인터넷 영상 편집은 인정되지 않으며 AI로 만든 영상의 경우 영상에 'AI 생성' 문구 또는 로고를 삽입하고 영상 재생 구간 전체에 표시하여야 함,기타,val
학교 교육방침에 협조해 주심에 감사드립니다.,기타,train
"5.21 / 5.28 / 6.4 13:30(1차) : A (1~2학년군), 13:35(2차) : B (3~4학년군), 13:40(3차) : C (5~6학년군)",일정,train
"자전거 이용할 경우, 헬멧 보호대 등 보호장구를 반드시 착용하도록 지도",준비물,test
행사 일주일 전 참여 취소 연락이 필수입니다.,기타,train
기간: 2025. 6. 24.(화) 9시 ~ 6. 30.(월) 18시까지,일정,train
4. 제 출 물: 각 학급 담임 선생님께 제출,제출,train
황사·미세먼지 주의보 시 마스크를 착용하게 해주세요.,건강·안전,train
2026. 5. 30.(토) 프로그램 : 5. 21.(목) 17:00 ~ 5. 27.(수) 12:00,일정,train
"등교 전 의심증상이 있어 의료기관을 방문하여 진료 검사를 실시한 경우도 그 결과(검사결과서, 소견서, 진료확인서 등 증빙자료)를 학교에 제출하면 출석인정",제출,train
수영 수업 전 준비운동을 철저히 하도록 안내해 주세요.,건강·안전,test
건강 상태 자가진단 설문을 매일 완료해 주세요.,제출,train
"2) 4학년 중 비만 학생은 혈액검사가 있으므로 검사 8시간 전부터 금식을 하지 않으면 재방문하는 번거로움이 있습니다. (비만 학생은 검사 8시간 전부터 식사는 물론 껌, 주스도 먹지 않습니다.)",일정,test
"코로나19 대응 의료진 가정 - 재직증명서 또는 재직확인서, 기타 취업증명 서류, 주민등록등본 필요",제출,train
신청 기간 11월 13일(토) 10:00 ~ 11월 16일(화) 22:00,일정,test
"행안부 디지털원패스, 간편인증에 이미 가입된 경우 인증 후 학부모서비스에 가입하면 됩니다.",기타,train
신청 기간: 11월 24일(수) 09:00 ~ 11월 26일(금) 18:00,일정,train
방과후 수업료 3만 원을 이번 달 말까지 납부해 주세요.,비용,val
"초등학교 6학년 필수 예방접종 일본뇌염(사백신) 5차: 4차 접종 이후, 5년 경과된 만 12세 이상 아동",건강·안전,test
"4. TV는 끄고, 전화는 나중에 한다.",기타,train
"돌봄교실 이용료 월 50,000원을 선납해 주세요.",비용,train
2019. 11.11(월) 학교운영위원회 협의 학생들의 안전을 위해 쪽문 설치 필요 합의,일정,train
"문화예술 프로그램 참가비 30,000원을 입금해 주시기 바랍니다.",비용,test
"(단, 코로나 확진 후 치료 완료한 학생에 한해서는 방과후 수업 참여 가능합니다.) 이후 등교 여부는 원격수업 마지막 날에 지표를 조사하여 결정할 예정이니 원격수업 기간에도 자가진단 앱에 참여해야 합니다.",건강·안전,train
아이의 규칙적인 수면과 균형 잡힌 식사를 도와주세요.,건강·안전,train
우산을 꼭 지참하시기 바랍니다.,준비물,val
"학생이 장염 또는 설사 3회 이상, 복통, 구토, 발열 등 증상으로 치료를 받은 경우 담임 또는 보건교사에게 반드시 연락",건강·안전,test
보호자(운전자)는 차량 탑승 전 KF94 동급 이상의 마스크를 착용합니다.,준비물,train
"학생 수요를 반영한 특색있는 강좌를 운영하여 예술적 감성과 창의융합형 미래 역량 개발 강좌를 통해 관심 분야에 대한 흥미를 유발하여 사고확장의 기회를 제공 수강대상: 경기도교육청 소속 초 중 고등학생(1인 1강좌, 선착순모집) 수 강 료: 무료(단, 강좌별 교재비 및 재료비는 수강자 부담) 운영강좌:""코딩""등 강좌 등 총 70개 강좌 운영방법: ZOOM(https://zoom.us/)에서 실시간 강의 운영기간: 2022. 3. 14.(월) ~ 6. 9.(목) 법정 대체공휴일 휴강 운영시간 주 1회(100분), 총 12주 초등학생: 월~금 16:30 ~ 18:10 / 토 10:30 ~ 12:10 중 고등학생: 월~금 18:30 ~ 20:10 모집기간: 2022. 2. 24. 10:00 ~ 3. 8. 18:00 강좌별 신청시작일시가 상이하므로 3p 수강 신청 일정 꼭 확인 모집인원: 각 반별 20 ~ 25명(대기자 없음) 세부사항 2p 참조 개설 강좌(총 70개 강좌, 강좌별 모집인원 20 ~ 25명, 대기자없음) 초등 저학년/고학년은 학습수준에 따른 것으로 절대적인 것이 아님.",비용,test
수험표(접수증) 출력,제출,train
"7. 유의사항 1) 여럿이 모이는 만큼 감염의 위험이 높아지니, 꼭 돌봄이 필요한 아동만 신청해 주시기 바랍니다.",제출,train
1회차 모집기간: 4.1.(수) ~ 4.10.(금),일정,train
교내 대피훈련 도중 안전사고가 발생하지 않게끔 학생들이 지도교사의 이동 통제와 안전관리에 성실히 따르도록 지도,건강·안전,train
야간에는 위치를 알릴 수 있는 랜턴과 체온 보호용 담요를 준비합시다.,준비물,train
교외체험학습보고서 화면 '신청서 목록'에서 등록이 필요한 건을 찾아 등록하기 선택,제출,train
"김진형 - 인천재능대학교(총장), 카이스트(명예교수), 중앙대학교(석좌교수)- (전) 인공지능연구원 원장- (전) 소프트웨어정책연구소 소장 2기 고교학점제로 자녀의 미래를 여는 학부모 멘토 권오현 - 서울대학교 사범대학 교수- 교육부 재외교육지원센터 센터장- 국가 교육과정 개편 추진위원 온라인 신청 링크 QR 코드 http://ksurv.kr/?d 5940412월 6일(월) 오전 11시까지 신청 구분 일시 강의 주제 강사명(소속 직위) 1기 12. 8.(수) 14:30~17:30 인공지능의 어깨에 올라 미래세상을 보라!",일정,train
학예발표회는 11월 15일(토) 오후 2시에 개최됩니다.,일정,train
학교 소식지를 정기적으로 발송해 드리겠습니다.,기타,train
"한부모 가정, 조손가정 - 주민등록등본, 자격증명서류 필요",제출,train
135분 온라인 Zoom 25~27 7.05.(금) 16:00~18:15,일정,train
모든 개인 준비물에 이름을 씁니다.,준비물,train
"수강료 23회 133,860원 교재비 16,000원",비용,train
"OA마스터( 한글2016 )3-6(20명) 주 1회 / 주 100분 수 15:15~16:55 (100분)수강료 12회93,120원교재비 12,0원 '한글 프로그램' 기본 과정 한글 2016으로 수업 시간마다 작품을 만들면서 자연스럽게 한글 프로그램을 익히는 과정으로 고학년 학생이면 꼭!!",비용,train
"여행자 보험료: 164,870원 (1,510원)",비용,test
현장체험학습은 5월 20일(화) 오전 9시에 출발합니다.,일정,train
운영기간: 2022. 03. ~ 2022. 12. (학기당 15회 내외),일정,train
5. 가정에서 부모의 역할 - 자녀와 정규적으로 시간을 정해 대화하기,기타,train
일 시 : 2020년 1월 13일(월) ~ 16일(목) 10:00 ~ 12:00,일정,train
"1년 상품 배송료: 3,000원",비용,train
일주일 간은 고강도의 운동 및 활동을 자제,기타,train
"목표달성 혜택: 탐나는전 5천원 정책수당 충전 만 18세 이하 청소년 모바일 문화상품권 지급 (탐나는전 카드 미소지 시 5,0원 상당 홍보물품 지급)",비용,train
의료정보 제공 동의서를 주치의 서명 후 제출해 주세요.,제출,train
"증상발현 시 의료기관 방문 등을 통해 진료를 받고, 필요 시에는 치료제를 처방받아 관리",건강·안전,val
증상 호전 시까지 등교중지,건강·안전,train
응답 후 제출결과를 수정하실 때에는 응답 확인 클릭,제출,train
개인정보 제3자 제공에 동의,기타,train
학교 운영위원회 회의 결과를 공지해 드립니다.,기타,train
학생검진 인터넷 예약방법: 광주센트럴병원 홈페이지에서 학생검진예약 클릭,기타,train
제70회 전국과학전람회 원서접수: 2024년 8월 14일(수),제출,train
수강료 이체일: 12.10(화) - 12.13(금) 농협 스쿨뱅킹 통장으로 계좌이체 또는 신용카드 자동납부,비용,train
온라인 설문에 4월 14일까지 응답해 주시기 바랍니다.,제출,train
개학일은 8월 18일(월)입니다.,일정,val
변경 후: 3월 9일(월) 개학 및 입학 예정,일정,train
신청 기한 내에 들어온 신청만 유효(이전/이후 신청은 제외),제출,train
연중 신청 가능하나 학년초부터 지원받을 수 있도록 집중신청기간에 신청하는 것이 유리,일정,train
"병원진료 확인서, 체험학습 활동 신청서 등 서류제출 필요",제출,train
"C 3-6(20명) 15:30~16:35(65분) 16:10~16:50(40분) 수강료 12주(55회) 233,200원 교재비 35,000원",비용,train
"윤지숙010-4205-3925 3-6학년 B:15:20~17:00 B:10:50~12:30 IQ바둑&체스 1-6학년 수 A:13:30~15:10 A: 9:00~10:40 본관4층교과1실 (11차시)(수강료) 81,950(교재비) 20,0 -바둑과 체스를 통해 재미와 즐거움을 느끼고 바른 인성을 기르는 것을 목표로 합니다.",비용,train
아이지킴콜 앱(App Store와 Google Play에서 다운로드),기타,test
"단, 지원하였으나 불합격한 학생은 지원가능 하며, 합격한 학생 중 등록 포기 시 지원 가능함",제출,train
행정정보 공동이용 사전 동의서를 3월 15일까지 제출해 주세요.,제출,val
"우측 상단의 학습마당을 클릭, 수강신청을 클릭합니다.",제출,train
"감정이 저절로 사라지길 기다리기보다는, 그 감정을 안전하게 표현할 수 있는 환경을 만들어 주세요.",기타,train
"재료비: 27,500원",비용,train
"본교 이외의 단체 및 대회에 참가, 또는 방문을 하고자 할 때에는 학교장의 사전 승인 또는 허가를 얻어야 한다.",기타,train
온라인 신청 복지로 사이트 이용,제출,test
강좌 취소 - 신청기간 후: 유선 취소 031-8012-6027,일정,test
학부모 및 교원위원 선출 시기: 2026. 3. 21.까지,일정,train
예 / 아니오 함께 접종 받기 원하는 백신을 직접 작성해 주십시오.( )3. 자녀의 예방접종 예진표를 작성하셨나요?,건강·안전,train
신청기간: 2022. 3. 10.(목) 09:00 ~ 2022. 3. 14.(월) 18:00,일정,test
"준비물: 세면도구(칫솔, 치약, 수건 등)",준비물,train
"개별 발송된 단말기는 직접 등록(사용설명서 참조)하셔야 하며, 학생 가방 외부에 노출이 되도록 걸어주시기 바랍니다.",제출,train
가정폭력 피해신고 112에 꼭 연락하세요.,기타,train
또한 돌봄교실에 참여하는 학생들은 담당선생님께서 연락하실 예정이며 긴급돌봄이 필요한 경우 학교종이 앱에서 9.5.(월) 20시까지 신청바랍니다.,일정,train
"준비물 : 도시락, 간편 복장(운동화 착용), 크로스백 등 메는 보조가방, 개인 물통, 휴지, 비닐봉지 1-2개, 멀미예방약 등",준비물,train
- 지역 및 학교 선택,기타,train
"2. 모바일 알림장 '아이엠스쿨' 모바일 알림장 '아이엠스쿨' 실행 후, 중앙 2020 경기꿈의학교 신청하기 배너 선택 (상세 방법 아래 확인 2020년 4월 24일 풍덕초등학교장 모바일 알림장'아이엠스쿨'로'꿈의학교'신청하기 '아이엠스쿨'설치 및 회원가입 방법 OOOO 학교OOOO 학교OOOO 학교 OOOO 학교 OOOO 학교 OOOO 학교 7) 자녀 이름 입력 후, 학교명 검색8) ㅇㅇㅇㅇ학교 검색 후 선택 버튼 선택9) 학년, 반 선택 후 완료 버튼 선택 10) 성별, 동의란 선택 후, 저장 후 다음단계 버튼 선택 11) 저장 후 시작 선택(주변 관심 학교가 있을 경우 학교명을 검색하세요.)12) 시작하기 버튼 선택 ""꿈을 키우며 함께 성장하는 학교"" 풍덕 통신 2020학년 경기 꿈의 학교 참여 학생 모집 안내 담 당 안전생활진로부 교무실 261-0052(505) 2020-34호 FAX 261-0055 꿈의학교란, 경기도 내 학교 안팎의 학생과 청소년들이 자유로운 상상력을 바탕으로 무한히 꿈꾸고, 질문하고, 스스로 기획 도전하면서 삶의 역량을 기르고 꿈을 실현해 나가도록 학교와 마을교육공동체 주체(학부모, 마을활동가, 주민, 교육지원청, 지자체 등)가 지원하고 촉진하는 학교 밖 교육활동으로 학생꿈조사 상위 11개 분야(스포츠, 과학, 요리, 미술, 인문 사회, 영상 영화, 음악, 창업, 생태, 뮤지컬 연극, 진로 등)를 교육생태계 기반으로 하는 미래 교육입니다.",일정,train
학부모 자원봉사 신청서를 4월 7일까지 제출해 주세요.,제출,test
동의함 (미동의하는 경우 지원서 접수가 불가함) 전형료납부가상계좌 농협 123-456- (납부기간: 2021.11.15.~11.19. 18:00까지) 전형료 미납시 추천 불가 본인은 교육지원청 영재교육원 영재교육대상자선발에 위와 같이 지원합니다.,비용,train
저소득층 학생 급식비 면제 신청이 가능합니다.,비용,train
신청기간: 2020.06.12.(금) 18:00 ~ 2020.06.13.(토) 17:00 (연중 1회 신청),일정,train
"언제 어디서나 마스크 착용, 손 씻기, 사회적 거리두기, 다중이용시설 자제 등 방역수칙 준수 철저",준비물,train
"14. 준비물: 간편 복장, 도시락, 물, 간식, 휴지, 비닐봉지, 멀미예방 등",준비물,val
입학 서류(주민등록등본 1부)를 2월 10일까지 제출해 주시기 바랍니다.,제출,train
본인은 위 기록이 틀림없음을 확인하며 제26기 성남초등학교운영위원회 학부모위원으로 입후보 등록합니다.,제출,train
"일시: 2022년 10월 28일(금) 2, 3교시",일정,train
"운동(줄넘기, 달리기 등) 꾸준히 하기",기타,train
"B반 수강료 101,770원",비용,train
일시1) 3학년 : 9.19.(월) ~ 9.23.(금) 2) 4학년 : 9.26.(월) ~ 9.30.(금)나.,일정,train
학생선수는 수업결손 발생 시 학습권 보장을 위해 e-school 시스템 등을 활용하여 해당 수업을 수강하여야 합니다.,기타,train
모바일 버전: 오른쪽 수강신청 QR코드 스캔,제출,test
돌봄교실 신청 기간은 2월 17일(월)부터 21일(금)까지입니다.,일정,train
전염병 예방을 위해 개인위생 관리에 협조 부탁드립니다.,건강·안전,train
"준비사항: 데스크톱 컴퓨터 (Windows 10 64비트, 쿼드코어 Intel 또는 AMD 2.5GHz 이상, 8GB RAM, DirectX 11 또는 DirectX 12 호환 그래픽 카드)",준비물,train
"학생의 보호자가 부득이한 사유로 인하여 지정된 학교 외의 초등학교에 그 학생을 입학시키고자 할 때에는 학교장의 승낙을 받은 학생에 한해 본교에 형이 재학하는 경우에 한해 본교 취학을 허가하고, 학부모는 학생의 안전한 등교 책임에 관한 각서를 제출한다.",제출,train
"방문고리, 전등 스위치 등을 매일 한 번 이상 소독하세요.",건강·안전,train
신입생 예방접종 확인 기간: 3월 4일(화) ~ 3월 28일(금),일정,train
(2회 접종대상자) '25.9.22.(월) ~ '26.4.30.(목),일정,train
2학기 시작은 9월 1일(월)입니다.,일정,train
"아울러, 가정에서의 협조해 주실 사항을 알려드리니 준수하여 주시기 바랍니다.- 개인위생 철저(음식 섭취 전, 조리 전, 용변 후 비누를 이용한 손 씻기 실천)- 학생이 장염 또는 설사 3회 이상, 복통, 구토, 발열 등 증상으로 치료를 받은 경우 담임 또는 보건교사에게 반드시 연락 식품의약품안전처 자료 인용",건강·안전,train
"초등학교 6학년 무료 예방접종 Tdap/Td 예방접종 : 5차 DTaP 접종 이후, 5년 경과된 만 11세 이상(11~13년생) 아동",건강·안전,train
"OA마스터( 한글2016 ) 3-6(20명) 주 1회 / 주 100분 수 15:15~16:55 (100분) 수강료 12회93,120원교재비 12,0원 '한글 프로그램' 기본 과정 한글 2016으로 수업 시간마다 작품을 만들면서 자연스럽게 한글 프로그램을 익히는 과정으로 고학년 학생이면 꼭!!",비용,val
"교통비 25,950원",비용,test
"초등학교 신입생 자녀의 학교이해 및 적응, 가정에서의 학습지도, 포스트 코로나 시대 진로지도 등 교육 정보 제공으로 학부모님의 불안감을 완화하고, 자녀교육 역량 강화를 통해 자녀의 학교생활 적응에 도움을 드리고자 '전환기(신입생) 학부모교육' 을 아래와 같이 실시하고자 합니다.",건강·안전,val
운영기간: 2021.12.01.(수) ~ 12.10.(금) 10일간 오전 저녁 주말 시간대 운영,일정,train
4. 의료기관 방문 시 마스크를 착용하세요.,준비물,val
방학 중 학교에 올 경우에도 실내화를 신고 출입합니다.,준비물,train
18. 아래의 내용을 확인하시고 9월 15일(목)까지 학교종이 앱으로 참가여부를 신청해주시기 바랍니다,제출,train
