"text","category"
"지진 대피 훈련이 5월 21일(수) 10시에 실시됩니다.","건강·안전"
"안전한 학교생활을 위해 교내 금지 물품을 반입하지 말아 주세요.","건강·안전"
"우리 학교는 다문화 가정을 환영하고 적극 지원합니다.","기타"
"학교 홈페이지 공지사항을 수시로 확인해 주세요.","기타"
"궁금한 사항은 담임선생님께 문의해 주세요.","기타"
"교육활동에 항상 관심 가져주셔서 감사합니다.","기타"
"가정에서도 공동체 약속을 꾸준히 실천해 주시기 바랍니다.","기타"
"우리 학교 급식 식단표는 매월 홈페이지에 공개됩니다.","기타"
"자녀의 학교생활에 관심을 기울여 주시기 바랍니다.","기타"
"서울특별시강서양천교육지원청 학교통합지원센터 운영 안내","기타"
"자살예방상담전화 109로 언제든지 연락 주세요.","기타"
"다들어줄게 어플을 통해 상담을 받으실 수 있습니다.","기타"
"청소년상담전화 1388로 연락하시면 도움받으실 수 있습니다.","기타"
"학교생활 적응에 어려움이 있으시면 언제든 연락주세요.","기타"
"재능기부 자원봉사자를 모집합니다.","기타"
"학부모회 임원을 모집하오니 많은 참여 바랍니다.","기타"
"학교 환경 개선을 위한 의견을 제출해 주세요.","기타"
"교내 사진 촬영 시 사전 허가를 받아주세요.","기타"
"본 가정통신문은 학교 홈페이지에서도 확인 가능합니다.","기타"
"2025학년도 갈산초등학교 연간 행사 일정을 안내드립니다.","기타"
"도서관 이용 시 지정된 좌석을 사용해 주시기 바랍니다.","기타"
"학교 급식에 대한 의견을 급식모니터링단에 알려주세요.","기타"
"교육청 교원 행동강령을 안내드립니다.","기타"
"방과후학교 프로그램 일정 변경을 안내드립니다.","기타"
"아래 내용을 참고하여 참가 신청서를 5월 7일(목)까지 담임 선생님께 제출해 주시기 바랍니다.","제출"
"일시: 2026년 5월 28일(목), 08:50~14:20","일정"
"준비물: 점심 도시락, 개인 돗자리(스스로 접어 정리), 간식(뚜껑 있는 통에 담아 오기), 시원한 물, 활동복, 운동화, 비닐봉지 2장(비상용 및 쓰레기 담아갈 용도), 모자, 휴대용 물티슈, 개인용품 등","준비물"
"해당란에 표하여 5월 7일(목)까지 담임 선생님께 제출해 주세요.","제출"
"아래 대체급식 방법을 확인하시어 답해 주시기 바랍니다.","제출"
"설문 기간: 2026. 4. 6.(월) 09:00 ~ 2026. 4. 10.(금) 11:00","일정"
"신청기간: 2026. 4. 14.(화) 09:00 ~ 2026. 4. 17(금) 17:00 추첨 선정","일정"
"아래 내용을 참고하시어 학생들이 검사 당일 결석하지 않도록 협조해 주시기 바랍니다.","건강·안전"
"소변검사 결과 및 재검 안내문을 받은 이상소견이 있는 학생은 가까운 병원을 방문하여 정밀검사를 받도록 합니다.","건강·안전"
"검사 전날 지나치게 많은 야채나 과일, 비타민 C를 섭취하지 않습니다.","건강·안전"
"심하게 운동하지 않습니다.(검사 결과에 영향을 줄 수 있습니다)","건강·안전"
"소변은 처음과 마지막 소변이 아닌 중간에 나오는 소변을 컵에 받습니다.","건강·안전"
"생리중인 학생은 선생님께 미리 말씀드립니다.","건강·안전"
"검사일에 학생이 등교 후 첫 소변으로 검사를 시행할 수 있도록 안내해 주시고 저학년의 경우 가정에서도 방법을 한 번 더 알려주시기 바랍니다.","건강·안전"
"아래 내용을 참고하시어 참가 신청서를 4월 16일 (목)까지 담임 선생님께 제출 부탁드립니다.","제출"
"소요경비: 전세 버스 차량비 약 29,000원, 보험료 10,000원, 공연 체험 활동비 15,000원","비용"
"5. 준비물: 점심 식사는 학교 급식 이용(도시락 준비 X), 물, 비닐 봉지, 물티슈, 간편 활동복, 운동화","준비물"
"6. 기타: 특이 사항이 있거나 현장체험학습과 관련하여 상담이 필요하신 학부모님은 사전에 담임 선생님과 협의하여 주시기 바랍니다.","기타"
"3. 조사 참여: 학교폭력 실태조사 홈페이지(http://survey.eduro.go.kr) 컴퓨터 및 모바일 기기(스마트폰, 태블릿)로 참여 가능하며 인터넷 브라우저에서 홈페이지 주소를 입력하여 실태조사에 참여 가능","제출"
"5. 가정에서의 참여 협조: 학생들이 솔직하고 편안하게 응답할 수 있도록 참여할 수 있는 환경을 만들어주세요.","기타"
"내 아이를 학교폭력으로부터 안전하게 보호하고 학교의 건전한 면학분위기 조성을 위해 자녀가 조사에 참여할 수 있도록 적극적으로 독려해 주시기를 부탁드립니다.","기타"
"7. 학교폭력 예방 및 신고안내 동영상 어울림 앱 안내확인 후 제출하기 버튼을 클릭하여 설문을 제출합니다.","제출"
"이어지는 학교폭력 예방 및 신고안내 영상을 꼭 열람하세요.","기타"
"학부모 확인: (인)","제출"
"합창단 활동 시 영재, 방송부 활동에 제한이 있을 수 있으니 신중한 결정 바람.","기타"
"5. 신청기간 및 장소: 4월 14일(화) ~ 4월 22일(수) 오전까지, 4층 시청각실 앞","일정"
"8. 오디션 방법: 연주 1곡 준비하여 발표(신청서 제출 시 악보 1부 제출)","준비물"
"연습에 결석하지 않고 성실히 참여할 수 있는 학생만 신청해 주십시오.","기타"
"재량휴업일 돌봄교실 참여를 희망하시는 학부모님께서는 안내 사항을 참고하시어 4월 20일(월)까지 재량휴업일 돌봄교실 참여 수요조사서를 제출해주십시오.","제출"
"준비물: 개인 점심준비, 수저, 물통 등","준비물"
"수강료 납부 기간: 매월 중순","비용"
"수강료 환불 기간: 다음 달 초 (스쿨뱅킹)","비용"
"1순 일시: 5.6.(수)~5.8.(금)","일정"
"1순 채색도구(색연필, 싸인펜, 물감 등)는 학생들이 자유롭게 준비","준비물"
"1순 본인이 직접 창작한 작품이어야 하며 미리 그려오거나 만들어오면 안 됨","기타"
"2순 만들기에 필요한 모든 재료(재활용품, 종이, 클레이, 가위, 풀, 테이프 등)는 개인 준비","준비물"
"3순 일시: 4.28.(화)~5.12.(화) 23:59까지 제출","일정"
"3순 제작 후 이메일로 직접 제출(haewones1234@naver.com)","제출"
"3순 욕설, 비속어, 타인 비하 내용 금지","기타"
"3순 친구 얼굴이 나올 경우 동의를 받아야 함","기타"
"3순 배경음악 사용 시 저작권 문제가 없는 음원을 사용해야 함","기타"
"3순 단순 인터넷 영상 편집은 인정되지 않으며 AI로 만든 영상의 경우 영상에 'AI 생성' 문구 또는 로고를 삽입하고 영상 재생 구간 전체에 표시하여야 함","기타"
"설치 및 가입 방법: 앱 스토어/플레이스토어 접속 후 '키즈콜2-학교' 검색","기타"
"애플리케이션 설치 후 회원가입 및 인증: 학부모님 휴대폰 번호 인증 및 자녀 정보 입력(학교, 학년, 반 등)","기타"
"배부된 단말기는 등록 후 학생 가방 외부에 잘 보이도록 부착","기타"
"카드형 단말기를 분실한 학생은 담임선생님께 요청 후 카드를 다시 등록","기타"
"안드로이드폰(삼성, LG 기종 등): 구글플레이스토어에서 '키즈콜2-학교' 설치","기타"
"아이폰: App Store에서 '키즈콜2-학교' 설치","기타"
"앱 설치 후 하단의 회원가입 진행","기타"
"회원가입 완료 후 하단 오른쪽을 눌러 자녀등록 실행","기타"
"자녀정보 등록 및 서명","제출"
"카드형 단말기 뒷면 시리얼번호 입력 후 등록하기 버튼 누르면 등록 완료","기타"
"4. 운영시간: 8:30~16:30 (수요조사 결과에 따라 변동 가능)","일정"
"5. 운영장소: 돌봄교실","일정"
"재량휴업일 돌봄교실 참여 여부: 참여 ( ) 미참여 ( )","제출"
"1. 귀가 방법: 보호자 동행 ( ) 대리인 동행(관계: ) 자율 귀가 ( )","제출"
"1. 야구공, 축구공을 철제문, 벽면, 출입문, 창문 등을 향해 던지지 않거나 차지 않기 (딱딱한 야구배트 및 하드볼 사용 하지 않기, 특히 주변에 사람이 있을 경우)","건강·안전"
"2. 반려동물 동반 출입하지 않기(학생들이 매일 손으로 만지는 시설물임)","건강·안전"
"3. 그밖에 학교 시설물 훼손 및 안전에 위협이 될 수 있는 행동하지 않기 (보호 그물망, 축구 골대 그물망에 매달리지 않기 등)","건강·안전"
"4. 물 이외에 음식물 반입 및 섭취하지 않기(쓰레기 되가져가기)","건강·안전"
"아래 내용을 참고하여 참가 신청서 작성 후 4월 20일(월)까지 담임선생님께 제출 바랍니다(기한 엄수).","제출"
"1. 일자: 2026. 6. 4.(목), 2026. 6. 5.(금)","일정"
"2. 장소: 롯데월드 / 요트 체험(영도) 및 문화예술 공연 관람(샌드아트 뮤지컬 '한아이')","일정"
"6. 준비물: 추후 별도 안내","준비물"
"2026학년도 6학년 1학기 1일형 현장체험학습 참가 신청서 원하는 곳에 표하여 4월 20일(월)까지 담임선생님께 제출 바랍니다(기한 엄수).","제출"
"6월 5일(금) 요트 체험, 문화예술 공연 관람 - 08:30~09:00 학생 집합, 출결 및 건강 상태 확인, 사전 안전 교육","일정"
"방과후학교 수업 시작 5분 전까지 각 학급 교실에서 대기","기타"
"운영 기간: 2026년 5월 1일(금) ~ 2026년 6월 30일(화) (2개월간)","일정"
"수강 신청 기간 - 기존 강사를 통한 우선 신청: 2026년 4월 24일(금) 20:00 ~ 4월 27일(월) 23:00","일정"
"신규 수강 신청: 2026년 4월 24일(금) 20:00 ~ 4월 27일(월) 23:00","일정"
"신규 수강 희망 학생: 온라인방과후업무지원시스템으로 진행 (https://school.pen.go.kr/haewon)","기타"
"반드시 사전 로그인 및 초기비밀번호 변경 필수","기타"
"수강신청방법: https://school.pen.go.kr/haewon 접속 또는 좌측 QR코드 접속","기타"
"최초 로그인 시 사전 로그인 및 초기 비밀번호 변경","기타"
"SW/3D Printing 프로그램 교재 재료비 변경(기존 월 18,000원 → 월 20,000원)","비용"
"3기 수강신청 기간: 2026. 6. 19.(금) 20:00 ~ 6. 22.(월) 23:00","일정"
"수강 취소에 따른 환불 규정: 만약 수강을 취소할 경우에는 합당한 사유(치료를 위한 장기 결석-진료 확인서 제출, 전학)가 있어야 취소가 가능하오니 신중하게 선택하시기 바랍니다.","기타"
"유상 방과후 프로그램 신청 및 설문조사는 온라인으로만 진행됨(강사를 통한 추가 접수 불가)","제출"
"강의 시간 중복으로 인한 문제 발생 방지를 위해, 강좌별 시간표를 꼭 확인 바람.","기타"
"각 강좌의 강좌소개 및 교재비, 재료비 여부 꼭 확인(방학 중 교재, 교구는 변경될 수 있음)","기타"
"수강료, 재료비/교재비는 1개월분을 스쿨뱅킹 혹은 등록된 카드로 결제 진행","비용"
"매월 3주 안에 반드시 납부하셔야 하며 2회 이상 납부 지연 미납 시, 수업 신청에 불이익을 받을 수 있음","비용"
"행사 일시: 2025. 4. 27. (월) ~ 4. 28. (화) 08:50 ~ 13:30 (일과시간 조정 없음)","일정"
"복장: 티셔츠(청군: 파랑, 검정 등 어두운 색 티셔츠, 백군: 흰색 계열의 밝은 티셔츠), 체육복 등 체육활동에 적합한 바지, 운동화","준비물"
"학교보건법에 의거 1,4학년 학생들은 학교에서 지정한 병원에 개별방문(보호자 동반) 하여 건강검사(건강검진과 구강검진)를 받아야 합니다.","건강·안전"
"3. 검진기관 안내: 아래 건강검진 및 구강검진 병원 중 각 1곳을 선택하여 검진","기타"
"1) 반드시 한 곳에서만 검진을 받도록 합니다. (착오로 중복 검진 시 추가 비용은 학부모님 부담)","건강·안전"
"2) 4학년 중 비만 학생은 혈액검사가 있으므로 검사 8시간 전부터 금식을 하지 않으면 재방문하는 번거로움이 있습니다. (비만 학생은 검사 8시간 전부터 식사는 물론 껌, 주스도 먹지 않습니다.)","건강·안전"
"3) 병원검진 결과 우식치아, 시력교정, 단백뇨 등으로 개별 관리가 필요한 학생은 2차 검진에 대해 안내될 예정입니다. (치료에 대한 비용은 학부모 부담입니다.)","건강·안전"
"5. 결과통보를 받은 후 추후 관리 정상 소견일 경우 - 참고하셔서 계속 건강을 유지해 주세요.","건강·안전"
"이상 소견일 경우 - 빠른 시일 내에 원하는 병원에 가셔서 정밀검진을 받아주십시오. (정밀 검진 비용은 아동 개인 부담)","건강·안전"
"주의사항 방문 전 예약 일정을 확인하여 주시기 바랍니다.","일정"
"4학년 비만 학생 금식 실시 (8시간 이상) : 비만이 예상되는 학생은 금식하고 가도록 합니다.: 검진 전날 저녁 식후 9시부터 물을 포함하여 모든 음식물 금식","건강·안전"
"학교보건법에 의거 2,3,5,6학년 학생들은 학교에서 지정한 치과에 개별 방문하여 구강 검사를 받아야 합니다.","기타"
"3. 검진 방법: 학부모와 학생이 검진 기관에 방문하여 실시(아래 치과병원 중 한 곳 선택), 미리 전화하여 예약 후 검진","기타"
"6. 검진 기관: 아래 3곳 중 1곳을 선정하여 구강검진을 실시하여 주시기 바랍니다.","기타"
"반드시 한 곳만 선택하여 검진을 받도록 합니다. (중복 검진 시 추가 비용은 학부모 부담)","건강·안전"
"검진 기관 방문 전 전화로 예약하여 주시기 바랍니다.","일정"
"타 치과에서 검진 시 구강검진결과통보서를 보건실로 제출해 주시기 바랍니다.","제출"
"5. 신청방법: 해당 월마다 개별 신청","제출"
"현장프로그램 신청: 당일 접수(오전 프로그램 9:30~/오후 프로그램 12:45~)","제출"
"2. 사전 프로그램 신청 기간: 2026. 4. 28.(화) 9:00 ~ 5. 1.(금) 17:00, 추첨 선정","일정"
"다가오는 연휴 기간(5.1.(월)~5.5.(월))동안 학생들의 안전하고 행복한 여가 생활을 위한 안전 및 생활지도 수칙을 안내드리오니 가정에서도 적극적인 관심과 지도를 부탁드립니다.","건강·안전"
"교통안전교육: 전동 킥보드 금지, 원동기 면허(만 16세 이상) 필수(위반 시 범칙금), 안전모 미착용 및 정원초과 범칙금 부과, 13세 미만 어린이 운전 시 보호자 범칙금","건강·안전"
"픽시 자전거 금지: 브레이크가 없어 갑작스러운 상황에 급제동 불가(도로교통법 위반), 18세 미만 청소년 적발 시 보호자에게 통보, 반복 시 보호자 처벌 확대","건강·안전"
"불법 개조 행위 금지(입법 추진 중)","건강·안전"
"상시 자녀 교통안전 교육 실시: 횡단보도, 교통신호 준수하기, 걸을 때 휴대폰 이어폰 사용하지 않기(위험 상황에 대처하기 어려움), 차량 탑승 시 반드시 안전띠 착용","건강·안전"
"올바른 디지털 기기 사용: 디지털 디톡스 실천하기, 스마트폰을 이용한 게임, 영상 시청 시간을 알맞게 정하고 실천하기, 디지털 기기 없이 지내보기","기타"
"사이버폭력 예방: 상대방 입장 먼저 생각하기, 비난, 욕설, 모욕, 명예훼손, 거짓 내용 유포하지 않기(명백한 범죄)","건강·안전"
"외출 시에는 반드시 보호자의 허락 후 외출하기(누구와, 어디서 등)","건강·안전"
"1) 자녀에게 심리적으로 안정감을 주며 차분히 대화하세요.","기타"
"2) 자녀의 말에 공감과 지지를 표현해 주세요.","기타"
"3) 자녀가 말하는 학교폭력 사실에 대해 경청하며 아이가 원하는 것을 파악하세요.","기타"
"4) 먼저 담임선생님께 도움을 요청하세요.","기타"
"5) 보복하지 마세요.","건강·안전"
"1) 가해 사실을 확인하세요.","기타"
"아이와 친구, 교사에게 정확한 경위를 확인합니다.","기타"
"2) 부인하지 마세요.","건강·안전"
"3) 잘못을 인정하세요.","건강·안전"
"아이의 잘못과 부모의 책임을 인정합니다.","기타"
"4) 정당화하지 마세요.","건강·안전"
"5) 포기하지 마세요.","건강·안전"
"6) 진심으로 사과하세요.","건강·안전"
"장소가 협소한 관계로 학생 1인당 학부모(보호자) 1인만 참석 바랍니다.","기타"
"자녀 학반에 따른 참관 일정 및 장소를 미리 확인하시기 바랍니다.","일정"
"개인정보 보호를 위하여 수업 장면 촬영(녹화, 녹음 포함)은 금지하고 있습니다.","건강·안전"
"교육 활동에 따른 안전 사항에 따라 교내 차량 진입이 어려우니 대중교통 또는 주변 공용주차장을 활용하여 주시기 바랍니다.","기타"
"2026학년도 초등학교 3~6학년 학생 중 희망자(단, 특수교육대상자는 초등 안심알리미서비스 지원으로 제외)에게 이용료 전액을 무료로 제공하는 서비스로, 학생들의 등하교 안전을 강화하고 사고 없는 학교를 만들기 위한 ""초등 등 하교 알림서비스"" 신청을 재차 안내하오니 적극 신청하여 주시기 바랍니다.","제출"
"설치 및 가입 방법: 앱 스토어/플레이스토어에서 ""키즈콜2-학교"" 검색 후 애플리케이션 설치","기타"
"회원가입 및 인증: 학부모님 휴대폰 번호 인증 및 자녀 정보 입력(학교, 학년, 반 등) 후 카드 등록","제출"
"배부된 단말기는 등록 후 학생 가방 외부에 잘 보이도록 부착해 주세요.","기타"
"카드형단말기를 분실한 학생은 담임선생님께 카드형 단말기 요청 후 카드를 꼭 다시 등록해 주세요.","기타"
"학부모님 협조 사항: 반드시 설치 요망 신청 희망 시 ""키즈콜2-학교"" 앱 설치를 부탁드립니다.","제출"
"학부모 의견 제출 기간: 2026.4.24.(금) ~ 4.30.(금)","일정"
"의견 제출 방법: 우측 QR코드를 통해 접속하여 의견 제출 (https://forms.gle/7Tk6kkK3NJsvt3kb7)","제출"
"운영 기간: 2026. 5. ~ 2026. 7.","일정"
"투어 1순번: 김녕 월정 (2026. 5. 30.(토))","일정"
"투어 2순번: 성산리 오조리 (2026. 5. 30.(토))","일정"
"투어 3순번: 서귀포시 호근동 (2026. 6. 27.(토))","일정"
"투어 4순번: 함덕 서우봉 (2026. 7. 11.(토))","일정"
"참가비: 1인당 3,000원","비용"
"개인 준비물: 간단한 필기도구","준비물"
"접수 기간: 2026. 4. 27.(월) ~ 2026. 5. 5.(화) 20:00","일정"
"제출 서류: 참가신청서 (필수/누락 시 심사 제외)","제출"
"다자녀 증명서류(해당자) 첨부 시 가산점 부여 (자녀 2명 2점, 자녀 3명 5점, 자녀 4명 8점, 최대 10점)","제출"
"사회적배려대상자 증명서(해당자) 제출 시 우선 선발 적용","제출"
"접수 방법: 홈페이지(http://www.jsca.or.kr)에서 회원가입 후 로그인하여 제주과학문화거점센터 클릭 후 신청","제출"
"신청서 다운로드하여 작성 후 업로드 (해당자는 증명서류 함께 제출)","제출"
"문의: 제주과학문화협회 제주과학문화거점센터 (064)711-9886","기타"
"사전접수: 2026. 5. 7.(목)까지 참가신청 메일 전송(선착순 100명 기념품 제공)","일정"
"현장접수: 기동함대사령부 연병장 내 대회 접수처 방문 (14시 접수마감)","일정"
"준비물: 개인 미술도구(수채화, 색연필 등), 돗자리, 기타 필요물품","준비물"
"별도 식사는 제공되지 않으니, 필요 시 도시락 등을 지참해 주시기 바랍니다.","준비물"
"행사일시: 2026. 5. 2.(토) 09:50~16:00","일정"
"대극장 공연: 입장권을 배부받아야 관람 가능(어린이 1인 1매/동반 보호자 1매로 제한)","준비물"
"운영 시간: 10:30~16:00 (1회당 30분 단위로 운영)","일정"
"토요영어체험교실 수강신청: 2026. 4. 21.(화) 10:00 ~ 4. 24.(금) 24:00","제출"
"토요다문화이야기 수강신청: 2026. 4. 21.(화) 10:00 ~ 4. 24.(금) 24:00","제출"
"신청방법: 제주특별자치도교육청 통합예약시스템 홈페이지 상단 메뉴에서 '교육/ 강좌' '서귀포외국문화학습관' 클릭","기타"
"일시: 2026. 5. 9.(토) 13:30 ~ 17:00","일정"
"신청 방법: 온라인으로 직접 신청 (2026. 4. 22.(수) 16:00 ~ 4. 28.(화) 16:00)","제출"
"학생의 정보(수강자명, 생년월일, 연락처, 학생의 학교명, 학년, 반) 입력","제출"
"신청 시 참여하는 학생의 정보(수강자명, 학교명, 학년, 반) 정확히 입력","기타"
"""키즈콜2- 학교"" 어플 설치 후하단의 회원가입 진행 회원가입 진행 및 인증 회원가입 완료 후 하단 오른쪽 누른 후 자녀등록 실행 자녀정보 등록 및 서명 카드형 단말기 뒷면 시리얼번호 입력 후 등록하기 버튼 누르면 등록 완료","제출"
